FX,Time,Open,High,Low,Close,Volume
NZD_USD,2015-01-01,0.77995,0.78007,0.7691,0.769975,14720
NZD_USD,2015-01-04,0.768995,0.77196,0.76194,0.768515,18675
NZD_USD,2015-01-05,0.768675,0.781,0.7682,0.77614,23533
NZD_USD,2015-01-06,0.77614,0.77948,0.77138,0.77833,21951
NZD_USD,2015-01-07,0.778095,0.78293,0.77626,0.78244,17662
NZD_USD,2015-01-08,0.78244,0.78511,0.77894,0.78341,21976
NZD_USD,2015-01-11,0.78484,0.78655,0.77364,0.77815,18479
NZD_USD,2015-01-12,0.77833,0.78029,0.77123,0.77375,22809
NZD_USD,2015-01-13,0.773645,0.77802,0.769,0.771685,28762
NZD_USD,2015-01-14,0.772155,0.78904,0.77034,0.782515,53919
NZD_USD,2015-01-15,0.782235,0.78566,0.77463,0.778835,25580
NZD_USD,2015-01-18,0.77823,0.78085,0.77704,0.778095,12283
NZD_USD,2015-01-19,0.77831,0.77834,0.76232,0.763765,21696
NZD_USD,2015-01-20,0.76346,0.77101,0.7551,0.755195,31966
NZD_USD,2015-01-21,0.755295,0.75838,0.7481,0.75014,31934
NZD_USD,2015-01-22,0.75014,0.75276,0.74322,0.745435,28702
NZD_USD,2015-01-25,0.7437,0.74693,0.73982,0.74256,17737
NZD_USD,2015-01-26,0.74256,0.74782,0.74088,0.74523,19786
NZD_USD,2015-01-27,0.74523,0.74945,0.7314,0.731825,31761
NZD_USD,2015-01-28,0.73202,0.73476,0.7234,0.726525,25754
NZD_USD,2015-01-29,0.72672,0.72954,0.72156,0.725935,21389
NZD_USD,2015-02-01,0.72556,0.73243,0.72451,0.730375,17690
NZD_USD,2015-02-02,0.73099,0.74382,0.71765,0.735755,39436
NZD_USD,2015-02-03,0.73537,0.74502,0.72895,0.736615,30414
NZD_USD,2015-02-04,0.736615,0.74278,0.73424,0.73971,22222
NZD_USD,2015-02-05,0.73987,0.74452,0.73338,0.73601,24094
NZD_USD,2015-02-08,0.73604,0.74396,0.73416,0.74096,16143
NZD_USD,2015-02-09,0.74096,0.74396,0.7384,0.74024,20993
NZD_USD,2015-02-10,0.73985,0.7447,0.73525,0.73665,19701
NZD_USD,2015-02-11,0.73685,0.74866,0.7314,0.74254,27229
NZD_USD,2015-02-12,0.7424,0.74716,0.74114,0.74592,17198
NZD_USD,2015-02-15,0.748125,0.75286,0.74708,0.750125,16362
NZD_USD,2015-02-16,0.750295,0.75563,0.74824,0.75397,19531
NZD_USD,2015-02-17,0.754275,0.7574,0.75023,0.754555,18805
NZD_USD,2015-02-18,0.75472,0.7573,0.75067,0.75175,17001
NZD_USD,2015-02-19,0.75199,0.7554,0.75138,0.752405,21210
NZD_USD,2015-02-22,0.752795,0.7548,0.74874,0.75239,16905
NZD_USD,2015-02-23,0.75258,0.75354,0.74218,0.74918,24158
NZD_USD,2015-02-24,0.7491,0.75629,0.74748,0.755595,21748
NZD_USD,2015-02-25,0.755595,0.7614,0.75158,0.753585,21517
NZD_USD,2015-02-26,0.75327,0.75707,0.75152,0.756255,20279
NZD_USD,2015-03-01,0.755525,0.7563,0.75034,0.750965,25872
NZD_USD,2015-03-02,0.75113,0.75737,0.7502,0.75512,26798
NZD_USD,2015-03-03,0.754855,0.76106,0.75438,0.75879,28835
NZD_USD,2015-03-04,0.75903,0.75964,0.74541,0.748695,30854
NZD_USD,2015-03-05,0.748695,0.75178,0.73576,0.73615,36031
NZD_USD,2015-03-08,0.73642,0.73904,0.73228,0.735535,26742
NZD_USD,2015-03-09,0.73541,0.73594,0.7254,0.72752,49057
NZD_USD,2015-03-10,0.727235,0.73084,0.71913,0.72931,56774
NZD_USD,2015-03-11,0.72908,0.74445,0.72732,0.738795,55893
NZD_USD,2015-03-12,0.73909,0.74086,0.73132,0.73397,39816
NZD_USD,2015-03-15,0.73228,0.741,0.73177,0.73674,33778
NZD_USD,2015-03-16,0.737175,0.74046,0.73002,0.730675,32654
NZD_USD,2015-03-17,0.73082,0.75474,0.72752,0.74877,51216
NZD_USD,2015-03-18,0.74881,0.75379,0.7373,0.741535,69147
NZD_USD,2015-03-19,0.74132,0.75926,0.74029,0.756685,51545
NZD_USD,2015-03-22,0.75766,0.76756,0.75484,0.765265,64612
NZD_USD,2015-03-23,0.765315,0.76976,0.76122,0.76529,58147
NZD_USD,2015-03-24,0.765375,0.76924,0.75874,0.76062,47450
NZD_USD,2015-03-25,0.760755,0.76646,0.75557,0.75986,55960
NZD_USD,2015-03-26,0.75982,0.76113,0.75434,0.75689,50174
NZD_USD,2015-03-29,0.75549,0.75695,0.74876,0.75028,35009
NZD_USD,2015-03-30,0.75032,0.75112,0.74566,0.746985,39651
NZD_USD,2015-03-31,0.747145,0.74912,0.73916,0.74515,44117
NZD_USD,2015-04-01,0.74531,0.75176,0.74251,0.750965,42723
NZD_USD,2015-04-02,0.75109,0.76304,0.74972,0.75971,31395
NZD_USD,2015-04-05,0.75932,0.7623,0.75183,0.75416,23059
NZD_USD,2015-04-06,0.75421,0.75622,0.74867,0.74943,42101
NZD_USD,2015-04-07,0.74943,0.76082,0.7488,0.75533,43927
NZD_USD,2015-04-08,0.75533,0.76079,0.75266,0.756525,37084
NZD_USD,2015-04-09,0.756605,0.75984,0.75133,0.753055,32184
NZD_USD,2015-04-12,0.75226,0.75378,0.7422,0.74549,38800
NZD_USD,2015-04-13,0.745705,0.75532,0.74388,0.752095,43677
NZD_USD,2015-04-14,0.75216,0.76186,0.7487,0.75937,47957
NZD_USD,2015-04-15,0.759435,0.76979,0.75782,0.767015,58301
NZD_USD,2015-04-16,0.76695,0.77409,0.76459,0.76834,48329
NZD_USD,2015-04-19,0.77052,0.77243,0.76425,0.76631,38922
NZD_USD,2015-04-20,0.766015,0.77129,0.76352,0.767025,46062
NZD_USD,2015-04-21,0.767245,0.77376,0.76576,0.766555,41461
NZD_USD,2015-04-22,0.766135,0.7665,0.7537,0.759295,49161
NZD_USD,2015-04-23,0.75943,0.76094,0.7543,0.76066,42472
NZD_USD,2015-04-26,0.759215,0.76652,0.75882,0.76456,39640
NZD_USD,2015-04-27,0.76444,0.77412,0.76164,0.771945,44282
NZD_USD,2015-04-28,0.7712,0.77444,0.76716,0.76824,61820
NZD_USD,2015-04-29,0.76817,0.76918,0.75751,0.761585,59899
NZD_USD,2015-04-30,0.76181,0.76288,0.7507,0.75418,42219
NZD_USD,2015-05-03,0.75281,0.75579,0.75089,0.75369,30609
NZD_USD,2015-05-04,0.75354,0.75778,0.74901,0.75579,47277
NZD_USD,2015-05-05,0.75583,0.75695,0.74596,0.74969,51961
NZD_USD,2015-05-06,0.74977,0.75283,0.7426,0.74515,50320
NZD_USD,2015-05-07,0.744865,0.7501,0.74214,0.749125,51283
NZD_USD,2015-05-10,0.747485,0.74748,0.73332,0.73348,37262
NZD_USD,2015-05-11,0.73381,0.74022,0.73286,0.73632,42318
NZD_USD,2015-05-12,0.736535,0.75068,0.73183,0.74837,50898
NZD_USD,2015-05-13,0.74866,0.75652,0.74765,0.749735,47584
NZD_USD,2015-05-14,0.74984,0.75034,0.74304,0.747395,39584
NZD_USD,2015-05-17,0.745145,0.74586,0.73719,0.738835,31020
NZD_USD,2015-05-18,0.739165,0.7444,0.7338,0.734425,41918
NZD_USD,2015-05-19,0.734385,0.73722,0.72828,0.7307,45990
NZD_USD,2015-05-20,0.73063,0.73468,0.7293,0.7346,39547
NZD_USD,2015-05-21,0.734765,0.73956,0.72976,0.73132,41796
NZD_USD,2015-05-24,0.731455,0.73184,0.72933,0.73104,22097
NZD_USD,2015-05-25,0.73105,0.73224,0.72218,0.72318,39770
NZD_USD,2015-05-26,0.723175,0.72688,0.72124,0.7262,38806
NZD_USD,2015-05-27,0.72643,0.72718,0.71291,0.717685,53887
NZD_USD,2015-05-28,0.716885,0.7195,0.7081,0.710855,43251
NZD_USD,2015-05-31,0.70897,0.71498,0.70786,0.708955,34449
NZD_USD,2015-06-01,0.70929,0.72012,0.70892,0.71819,45935
NZD_USD,2015-06-02,0.71833,0.7193,0.71176,0.715365,41877
NZD_USD,2015-06-03,0.71516,0.7168,0.71036,0.712985,38095
NZD_USD,2015-06-04,0.7132,0.716,0.7025,0.704695,36782
NZD_USD,2015-06-07,0.704535,0.71577,0.70405,0.71442,33683
NZD_USD,2015-06-08,0.713935,0.71795,0.70872,0.713325,38913
NZD_USD,2015-06-09,0.713215,0.72326,0.71074,0.72034,52589
NZD_USD,2015-06-10,0.72039,0.7204,0.69667,0.70116,48664
NZD_USD,2015-06-11,0.70124,0.70276,0.6943,0.69874,33289
NZD_USD,2015-06-14,0.699235,0.70094,0.69602,0.699945,27697
NZD_USD,2015-06-15,0.699875,0.70097,0.6972,0.69901,23391
NZD_USD,2015-06-16,0.698645,0.70122,0.68782,0.698755,35167
NZD_USD,2015-06-17,0.6991,0.69931,0.68804,0.69263,38925
NZD_USD,2015-06-18,0.69272,0.69386,0.689,0.691015,25813
NZD_USD,2015-06-21,0.690615,0.69303,0.68628,0.68639,23702
NZD_USD,2015-06-22,0.686245,0.68746,0.68155,0.68551,27187
NZD_USD,2015-06-23,0.68541,0.69072,0.6846,0.688995,29451
NZD_USD,2015-06-24,0.6887,0.69244,0.68774,0.69091,26297
NZD_USD,2015-06-25,0.691355,0.69148,0.68181,0.68424,23665
NZD_USD,2015-06-28,0.68372,0.68824,0.67864,0.685135,42280
NZD_USD,2015-06-29,0.685085,0.68568,0.6748,0.676455,36925
NZD_USD,2015-06-30,0.67656,0.68106,0.67294,0.67355,30662
NZD_USD,2015-07-01,0.6734,0.67398,0.66632,0.67222,32225
NZD_USD,2015-07-02,0.67214,0.67316,0.66773,0.66946,25842
NZD_USD,2015-07-05,0.667395,0.67147,0.66522,0.66877,30736
NZD_USD,2015-07-06,0.668465,0.66863,0.66206,0.66512,37200
NZD_USD,2015-07-07,0.66496,0.67504,0.66219,0.672985,43931
NZD_USD,2015-07-08,0.67293,0.6755,0.6699,0.67403,34465
NZD_USD,2015-07-09,0.674205,0.6772,0.66842,0.67225,29961
NZD_USD,2015-07-12,0.670265,0.67532,0.66806,0.669415,32900
NZD_USD,2015-07-13,0.669275,0.67423,0.66679,0.671145,25486
NZD_USD,2015-07-14,0.67101,0.67232,0.65834,0.659015,35747
NZD_USD,2015-07-15,0.6591,0.6603,0.64982,0.65143,35967
NZD_USD,2015-07-16,0.651605,0.65562,0.65081,0.65223,23013
NZD_USD,2015-07-19,0.6519,0.66008,0.6505,0.656645,29944
NZD_USD,2015-07-20,0.65679,0.66538,0.65584,0.662415,30630
NZD_USD,2015-07-21,0.66309,0.66452,0.65602,0.65707,30814
NZD_USD,2015-07-22,0.65729,0.66954,0.65662,0.66075,33787
NZD_USD,2015-07-23,0.66068,0.66248,0.65552,0.657615,27608
NZD_USD,2015-07-26,0.657095,0.66394,0.6567,0.660485,28439
NZD_USD,2015-07-27,0.66035,0.6709,0.65992,0.669245,34111
NZD_USD,2015-07-28,0.66802,0.67393,0.66578,0.666735,38403
NZD_USD,2015-07-29,0.66656,0.66703,0.65667,0.66017,33677
NZD_USD,2015-07-30,0.66025,0.6674,0.65354,0.65909,40476
NZD_USD,2015-08-02,0.660685,0.66136,0.65579,0.65615,30119
NZD_USD,2015-08-03,0.65645,0.66168,0.6525,0.65387,35965
NZD_USD,2015-08-04,0.654105,0.65658,0.6491,0.651115,36653
NZD_USD,2015-08-05,0.651045,0.6558,0.65066,0.655395,29169
NZD_USD,2015-08-06,0.65528,0.6637,0.65296,0.662475,37672
NZD_USD,2015-08-09,0.66162,0.66274,0.65572,0.661975,28419
NZD_USD,2015-08-10,0.661695,0.66334,0.65195,0.653555,39034
NZD_USD,2015-08-11,0.6537,0.66502,0.64681,0.662025,52913
NZD_USD,2015-08-12,0.661975,0.66419,0.65512,0.657105,34590
NZD_USD,2015-08-13,0.6573,0.65743,0.65146,0.65383,36672
NZD_USD,2015-08-16,0.654025,0.6584,0.65287,0.65724,21848
NZD_USD,2015-08-17,0.65713,0.66052,0.65572,0.66029,28675
NZD_USD,2015-08-18,0.660065,0.66234,0.65506,0.660145,35520
NZD_USD,2015-08-19,0.660375,0.66476,0.65797,0.66313,33732
NZD_USD,2015-08-20,0.663185,0.67086,0.66076,0.668545,36416
NZD_USD,2015-08-23,0.66638,0.66874,0.60871,0.64797,72499
NZD_USD,2015-08-24,0.64894,0.65615,0.64328,0.647305,47448
NZD_USD,2015-08-25,0.64738,0.6514,0.64094,0.64401,42194
NZD_USD,2015-08-26,0.64363,0.64906,0.64315,0.64671,35316
NZD_USD,2015-08-27,0.646815,0.65052,0.64365,0.6463,28006
NZD_USD,2015-08-30,0.64649,0.64679,0.63206,0.634105,31059
NZD_USD,2015-08-31,0.63397,0.639,0.63168,0.63306,38931
NZD_USD,2015-09-01,0.633145,0.63688,0.63123,0.634925,33051
NZD_USD,2015-09-02,0.634675,0.6415,0.63303,0.640025,31987
NZD_USD,2015-09-03,0.6399,0.64065,0.627,0.62851,33370
NZD_USD,2015-09-06,0.630295,0.63064,0.62445,0.625885,27462
NZD_USD,2015-09-07,0.626385,0.63562,0.62592,0.634275,27596
NZD_USD,2015-09-08,0.634125,0.64255,0.63385,0.63964,31144
NZD_USD,2015-09-09,0.63969,0.63982,0.62564,0.629255,44234
NZD_USD,2015-09-10,0.628955,0.63276,0.62836,0.63165,21866
NZD_USD,2015-09-13,0.631065,0.63446,0.62984,0.633045,21214
NZD_USD,2015-09-14,0.633085,0.63694,0.62938,0.635555,22543
NZD_USD,2015-09-15,0.6359,0.63788,0.63336,0.636645,23204
NZD_USD,2015-09-16,0.6367,0.64462,0.63117,0.634895,37643
NZD_USD,2015-09-17,0.63561,0.64574,0.63444,0.639875,36158
NZD_USD,2015-09-20,0.639405,0.64003,0.62995,0.6317,27061
NZD_USD,2015-09-21,0.631905,0.63326,0.6272,0.629365,26511
NZD_USD,2015-09-22,0.629205,0.63056,0.62367,0.62755,26905
NZD_USD,2015-09-23,0.627775,0.63742,0.62636,0.63544,37427
NZD_USD,2015-09-24,0.635235,0.63907,0.62995,0.63861,32333
NZD_USD,2015-09-27,0.63658,0.64028,0.63256,0.63289,32220
NZD_USD,2015-09-28,0.632805,0.63938,0.6289,0.634695,31443
NZD_USD,2015-09-29,0.634185,0.64073,0.63414,0.63986,28353
NZD_USD,2015-09-30,0.639755,0.64499,0.63862,0.639915,30093
NZD_USD,2015-10-01,0.63997,0.64561,0.63839,0.644625,32524
NZD_USD,2015-10-04,0.64593,0.65316,0.64375,0.64901,31717
NZD_USD,2015-10-05,0.64882,0.65566,0.64787,0.65429,31756
NZD_USD,2015-10-06,0.65441,0.66476,0.65362,0.66098,35706
NZD_USD,2015-10-07,0.661045,0.66996,0.65856,0.666755,34047
NZD_USD,2015-10-08,0.666685,0.67215,0.66562,0.669515,33557
NZD_USD,2015-10-11,0.66823,0.67404,0.66725,0.671775,23329
NZD_USD,2015-10-12,0.671705,0.6717,0.66188,0.664225,31926
NZD_USD,2015-10-13,0.664395,0.68154,0.66192,0.678925,39896
NZD_USD,2015-10-14,0.678875,0.68976,0.67872,0.685165,43646
NZD_USD,2015-10-15,0.68513,0.6894,0.67848,0.6811,35258
NZD_USD,2015-10-18,0.680185,0.68202,0.67829,0.67906,23917
NZD_USD,2015-10-19,0.678905,0.6846,0.67351,0.675335,23526
NZD_USD,2015-10-20,0.675405,0.67593,0.66985,0.67052,29122
NZD_USD,2015-10-21,0.670645,0.68212,0.67014,0.679355,32780
NZD_USD,2015-10-22,0.679245,0.68658,0.67354,0.675215,37157
NZD_USD,2015-10-25,0.6747,0.6806,0.67402,0.67889,28613
NZD_USD,2015-10-26,0.67909,0.68134,0.67527,0.67646,30063
NZD_USD,2015-10-27,0.676345,0.67762,0.66224,0.66975,44848
NZD_USD,2015-10-28,0.670615,0.67139,0.66484,0.669365,37145
NZD_USD,2015-10-29,0.669315,0.67919,0.66895,0.677685,42736
NZD_USD,2015-11-01,0.673775,0.67859,0.67246,0.6745,33353
NZD_USD,2015-11-02,0.674325,0.67798,0.66516,0.666395,38085
NZD_USD,2015-11-03,0.66617,0.66682,0.65738,0.65941,35564
NZD_USD,2015-11-04,0.65946,0.66426,0.65812,0.66116,32255
NZD_USD,2015-11-05,0.660945,0.66256,0.6499,0.65261,36160
NZD_USD,2015-11-08,0.651835,0.65671,0.65184,0.65331,25499
NZD_USD,2015-11-09,0.65338,0.65562,0.65012,0.65312,22197
